Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
5407,Mailed Check,Yes,No,0,1400000,8000,13,One year,No,None,0
5408,Electronic Check,No,No,0,1600000,14000,7,Month-to-month,No,None,0
5409,Bank Transfer,Yes,No,0,1000000,3000,38,Two years,Yes,None,0
5410,Electronic Check,No,No,0,1500000,10000,43,Month-to-month,No,None,0
5411,Electronic Check,Yes,No,0,1500000,8000,25,Two years,Yes,None,0
5412,Mailed Check,Yes,No,0,800000,14000,27,One year,No,None,0
5413,Mailed Check,Yes,No,0,800000,3000,72,Two years,Yes,None,0
5414,Credit Card,Yes,No,0,1700000,4000,71,One year,No,None,0
5415,Credit Card,No,No,0,1300000,14000,24,Month-to-month,No,None,0
5416,Bank Transfer,Yes,No,0,700000,1000,57,Two years,Yes,None,0
5417,Electronic Check,No,No,0,800000,10000,15,Month-to-month,No,None,0
5418,Electronic Check,No,No,0,1400000,1000,4,Month-to-month,No,None,0
5419,Electronic Check,No,No,0,1800000,4000,28,Month-to-month,No,None,0
5420,Bank Transfer,No,No,0,1900000,5000,55,Month-to-month,No,None,0
5421,Bank Transfer,Yes,No,0,800000,4000,55,One year,No,None,0
5422,Mailed Check,No,No,0,1300000,13000,20,Month-to-month,No,None,0
5423,Credit Card,Yes,No,0,1900000,8000,62,One year,No,None,0
5424,Bank Transfer,Yes,No,0,1600000,12000,43,Two years,Yes,None,0
5425,Bank Transfer,Yes,No,0,1000000,6000,60,Two years,Yes,None,0
5426,Electronic Check,Yes,No,0,1800000,13000,58,Two years,Yes,None,0
5427,Mailed Check,Yes,No,0,1500000,1000,7,One year,No,None,0
5428,Electronic Check,No,No,0,800000,5000,2,Month-to-month,No,None,0
5429,Electronic Check,No,No,0,1400000,9000,37,Month-to-month,No,None,0
5430,Bank Transfer,Yes,No,0,900000,6000,65,One year,No,None,0
5431,Mailed Check,Yes,No,0,1800000,11000,39,Two years,Yes,None,0
5432,Mailed Check,Yes,No,0,1300000,3000,68,Two years,Yes,None,0
5433,Bank Transfer,Yes,No,0,1900000,3000,62,Two years,Yes,None,0
5434,Electronic Check,Yes,No,0,1800000,8000,72,Two years,Yes,None,0
5435,Credit Card,Yes,No,0,1200000,11000,41,Two years,Yes,None,0
5436,Electronic Check,No,No,0,700000,3000,4,Month-to-month,No,None,0
5437,Bank Transfer,Yes,No,0,1800000,3000,53,One year,No,None,0
5438,Bank Transfer,Yes,No,0,1300000,5000,39,Two years,Yes,None,0
5439,Mailed Check,Yes,No,0,1400000,2000,63,Two years,Yes,None,0
5440,Electronic Check,No,No,0,1900000,2000,15,Month-to-month,No,None,0
5441,Electronic Check,Yes,No,0,1300000,8000,13,One year,No,None,0
5442,Mailed Check,No,No,0,1700000,2000,1,Month-to-month,No,None,0
5443,Mailed Check,Yes,No,0,1600000,1000,1,Two years,Yes,None,0
5444,Electronic Check,Yes,No,0,1100000,13000,60,Two years,Yes,None,0
5445,Credit Card,Yes,No,0,900000,1000,40,One year,No,None,0
5446,Bank Transfer,Yes,No,0,1600000,6000,66,Two years,Yes,None,0
5447,Mailed Check,Yes,No,0,1100000,6000,42,One year,No,None,0
5448,Credit Card,Yes,No,0,1800000,3000,66,One year,No,None,0
5449,Electronic Check,No,No,0,900000,11000,49,Month-to-month,No,None,0
5450,Mailed Check,Yes,No,0,800000,1000,41,Two years,Yes,None,0
5451,Bank Transfer,Yes,No,0,1100000,4000,41,Two years,Yes,None,0
5452,Mailed Check,No,No,0,1300000,13000,23,Month-to-month,No,None,0
5453,Electronic Check,No,No,0,1900000,13000,3,Month-to-month,No,None,0
5454,Mailed Check,No,No,0,1800000,1000,4,Month-to-month,No,None,0
5455,Mailed Check,Yes,No,0,700000,12000,52,Two years,Yes,None,0
5456,Electronic Check,No,No,0,1300000,3000,11,Month-to-month,No,None,0
5457,Mailed Check,No,No,0,1800000,1000,2,Month-to-month,No,None,0
5458,Bank Transfer,No,No,0,1400000,1000,26,Month-to-month,No,None,0
5459,Credit Card,Yes,No,0,1100000,6000,24,One year,No,None,0
5460,Mailed Check,No,No,0,1600000,14000,12,Month-to-month,No,None,0
5461,Electronic Check,No,No,0,1000000,3000,60,Month-to-month,No,None,0
5462,Mailed Check,Yes,No,0,1300000,12000,64,Two years,Yes,None,0
5463,Bank Transfer,Yes,No,0,1000000,6000,66,Two years,Yes,None,0
5464,Bank Transfer,Yes,No,0,1600000,10000,60,One year,No,None,0
5465,Bank Transfer,Yes,No,0,1600000,13000,17,One year,No,None,0
5466,Mailed Check,Yes,No,0,1000000,9000,42,Two years,Yes,None,0
5467,Electronic Check,No,No,0,700000,7000,1,Month-to-month,No,None,0
5468,Bank Transfer,Yes,No,0,1800000,4000,47,Two years,Yes,None,0
5469,Mailed Check,No,No,0,1800000,2000,10,Month-to-month,No,None,0
5470,Credit Card,Yes,No,0,700000,4000,70,Two years,Yes,None,0
5471,Credit Card,No,No,0,1500000,2000,67,Month-to-month,No,None,0
5472,Mailed Check,No,No,0,1700000,1000,1,Month-to-month,No,None,0
5473,Bank Transfer,No,No,0,1200000,9000,4,Month-to-month,No,None,0
5474,Bank Transfer,Yes,No,0,1400000,3000,66,Two years,Yes,None,0
5475,Electronic Check,No,No,0,1500000,8000,12,Month-to-month,No,None,0
5476,Credit Card,Yes,No,0,1400000,5000,24,One year,No,None,0
5477,Electronic Check,No,No,0,1900000,3000,26,Month-to-month,No,None,0
5478,Electronic Check,Yes,No,0,1100000,10000,57,Two years,Yes,None,0
5479,Electronic Check,Yes,No,0,1700000,12000,42,Two years,Yes,None,0
5480,Credit Card,Yes,No,0,1700000,5000,64,Two years,Yes,None,0
5481,Credit Card,Yes,No,0,1000000,11000,19,One year,No,None,0
5482,Bank Transfer,No,No,0,1200000,3000,22,Month-to-month,No,None,0
5483,Bank Transfer,No,No,0,800000,11000,12,Month-to-month,No,None,0
5484,Electronic Check,Yes,No,0,1500000,7000,31,One year,No,None,0
5485,Electronic Check,No,No,0,700000,12000,11,Month-to-month,No,None,0
5486,Mailed Check,Yes,No,0,700000,5000,68,Two years,Yes,None,0
5487,Bank Transfer,Yes,No,0,1900000,7000,72,Two years,Yes,None,0
5488,Credit Card,Yes,No,0,1100000,8000,67,Two years,Yes,None,0
5489,Bank Transfer,No,No,0,1300000,8000,60,Month-to-month,No,None,0
5490,Mailed Check,Yes,No,0,1500000,11000,58,One year,No,None,0
5491,Mailed Check,No,No,0,1100000,14000,1,Month-to-month,No,None,0
5492,Bank Transfer,Yes,No,0,1800000,10000,37,One year,No,None,0
5493,Electronic Check,Yes,No,0,1300000,1000,13,One year,No,None,0
5494,Bank Transfer,Yes,No,0,1300000,13000,43,Two years,Yes,None,0
5495,Mailed Check,Yes,No,0,700000,9000,6,Two years,Yes,None,0
5496,Bank Transfer,Yes,No,0,1000000,5000,71,Two years,Yes,None,0
5497,Electronic Check,Yes,No,0,1800000,14000,72,Two years,Yes,None,0
5498,Electronic Check,No,No,0,1700000,13000,6,Month-to-month,No,None,0
5499,Electronic Check,Yes,No,0,1300000,8000,21,One year,No,None,0
5500,Mailed Check,No,No,0,1100000,7000,6,Month-to-month,No,None,0
5501,Electronic Check,Yes,No,0,700000,9000,43,One year,No,None,0
5502,Credit Card,Yes,No,0,1500000,14000,35,Two years,Yes,None,0
5503,Electronic Check,No,No,0,700000,13000,32,Month-to-month,No,None,0
5504,Credit Card,Yes,No,0,1500000,6000,52,Two years,Yes,None,0
5505,Bank Transfer,Yes,No,0,800000,2000,32,One year,No,None,0
5506,Bank Transfer,Yes,No,0,900000,1000,72,Two years,Yes,None,0
5507,Credit Card,No,No,0,1000000,8000,51,Month-to-month,No,None,0
5508,Bank Transfer,Yes,No,0,1600000,13000,68,Two years,Yes,None,0
5509,Mailed Check,No,No,0,1800000,11000,8,Month-to-month,No,None,0
5510,Credit Card,Yes,No,0,800000,12000,49,Two years,Yes,None,0
5511,Mailed Check,Yes,No,0,1700000,8000,72,Two years,Yes,None,0
5512,Mailed Check,No,No,0,1800000,13000,54,Month-to-month,No,None,0
5513,Mailed Check,Yes,No,0,1000000,3000,50,One year,No,None,0
5514,Electronic Check,Yes,No,0,1200000,5000,69,Two years,Yes,None,0
5515,Electronic Check,No,No,0,1200000,1000,1,Month-to-month,No,None,0
5516,Bank Transfer,Yes,No,0,1600000,9000,68,Two years,Yes,None,0
5517,Mailed Check,Yes,No,0,1700000,4000,40,One year,No,None,0
5518,Mailed Check,Yes,No,0,1200000,5000,31,Two years,Yes,None,0
5519,Bank Transfer,No,No,0,1900000,13000,33,Month-to-month,No,None,0
5520,Electronic Check,Yes,No,0,1500000,13000,55,Two years,Yes,None,0
5521,Bank Transfer,Yes,No,0,1200000,1000,68,Two years,Yes,None,0
5522,Bank Transfer,No,No,0,1600000,14000,12,Month-to-month,No,None,0
5523,Bank Transfer,Yes,No,0,1500000,14000,71,Two years,Yes,None,0
5524,Mailed Check,No,No,0,1200000,11000,40,Month-to-month,No,None,0
5525,Electronic Check,Yes,No,0,1800000,13000,64,One year,No,None,0
5526,Bank Transfer,Yes,No,0,1700000,1000,53,One year,No,None,0
5527,Credit Card,Yes,No,0,1300000,5000,72,Two years,Yes,None,0
5528,Electronic Check,Yes,No,0,1900000,2000,46,Two years,Yes,None,0
5529,Mailed Check,Yes,No,0,1000000,14000,40,Two years,Yes,None,0
5530,Bank Transfer,No,No,0,1300000,6000,12,Month-to-month,No,None,0
5531,Electronic Check,No,No,0,1800000,10000,9,Month-to-month,No,None,0
5532,Electronic Check,No,No,0,800000,13000,51,Month-to-month,No,None,0
5533,Credit Card,No,No,0,1200000,11000,49,Month-to-month,No,None,0
5534,Credit Card,Yes,No,0,700000,14000,56,One year,No,None,0
5535,Electronic Check,No,No,0,1600000,2000,4,Month-to-month,No,None,0
5536,Mailed Check,Yes,No,0,1500000,2000,20,One year,No,None,0
5537,Credit Card,No,No,0,700000,9000,26,Month-to-month,No,None,0
5538,Electronic Check,No,No,0,1300000,8000,51,Month-to-month,No,None,0
5539,Mailed Check,No,No,0,1500000,2000,4,Month-to-month,No,None,0
5540,Credit Card,No,No,0,1000000,9000,1,Month-to-month,No,None,0
5541,Electronic Check,No,No,0,1300000,13000,27,Month-to-month,No,None,0
5542,Mailed Check,No,No,0,700000,9000,12,Month-to-month,No,None,0
5543,Credit Card,Yes,No,0,1200000,2000,34,One year,No,None,0
5544,Electronic Check,Yes,No,0,1000000,1000,24,One year,No,None,0
5545,Electronic Check,No,No,0,1200000,12000,14,Month-to-month,No,None,0
5546,Electronic Check,Yes,No,0,900000,4000,59,Two years,Yes,None,0
5547,Electronic Check,No,No,0,800000,5000,3,Month-to-month,No,None,0
5548,Electronic Check,Yes,No,0,1500000,5000,65,Two years,Yes,None,0
5549,Credit Card,Yes,No,0,700000,13000,59,Two years,Yes,None,0
5550,Credit Card,Yes,No,0,1600000,2000,72,Two years,Yes,None,0
5551,Mailed Check,No,No,0,1400000,1000,3,Month-to-month,No,None,0
5552,Credit Card,No,No,0,1100000,11000,19,Month-to-month,No,None,0
5553,Electronic Check,No,No,0,1700000,7000,24,Month-to-month,No,None,0
5554,Electronic Check,Yes,No,0,1000000,8000,57,One year,No,None,0
5555,Credit Card,Yes,No,0,900000,3000,72,Two years,Yes,None,0
5556,Bank Transfer,Yes,No,0,700000,7000,67,Two years,Yes,None,0
5557,Credit Card,Yes,No,0,1400000,11000,52,One year,No,None,0
5558,Credit Card,Yes,No,0,1700000,1000,71,Two years,Yes,None,0
5559,Mailed Check,Yes,No,0,1800000,1000,26,One year,No,None,0
5560,Mailed Check,Yes,No,0,1000000,7000,35,Two years,Yes,None,0
5561,Credit Card,Yes,No,0,1200000,11000,55,Two years,Yes,None,0
5562,Mailed Check,Yes,No,0,800000,7000,33,Two years,Yes,None,0
5563,Electronic Check,Yes,No,0,900000,9000,72,Two years,Yes,None,0
5564,Mailed Check,No,No,0,800000,1000,1,Month-to-month,No,None,0
5565,Electronic Check,No,No,0,1500000,9000,37,Month-to-month,No,None,0
5566,Mailed Check,No,No,0,1400000,13000,12,Month-to-month,No,None,0
5567,Mailed Check,Yes,No,0,1200000,12000,1,One year,No,None,0
5568,Credit Card,Yes,No,0,1200000,13000,62,Two years,Yes,None,0
5569,Bank Transfer,No,No,0,1600000,9000,1,Month-to-month,No,None,0
5570,Mailed Check,No,No,0,1100000,12000,18,Month-to-month,No,None,0
5571,Electronic Check,No,No,0,1000000,2000,2,Month-to-month,No,None,0
5572,Mailed Check,No,No,0,1800000,6000,19,Month-to-month,No,None,0
5573,Mailed Check,No,No,0,1800000,1000,9,Month-to-month,No,None,0
5574,Electronic Check,Yes,No,0,1100000,1000,27,One year,No,None,0
5575,Mailed Check,No,No,0,1100000,10000,24,Month-to-month,No,None,0
5576,Mailed Check,Yes,No,0,900000,4000,11,One year,No,None,0
5577,Mailed Check,No,No,0,1400000,3000,1,Month-to-month,No,None,0
5578,Mailed Check,No,No,0,1600000,4000,38,Month-to-month,No,None,0
5579,Mailed Check,Yes,No,0,1600000,3000,9,Two years,Yes,None,0
5580,Credit Card,Yes,No,0,700000,2000,54,Two years,Yes,None,0
5581,Credit Card,Yes,No,0,1200000,12000,29,One year,No,None,0
5582,Electronic Check,No,No,0,1600000,11000,44,Month-to-month,No,None,0
5583,Electronic Check,Yes,No,0,1100000,1000,59,Two years,Yes,None,0
5584,Mailed Check,Yes,No,0,1400000,3000,18,One year,No,None,0
5585,Credit Card,Yes,No,0,1600000,14000,67,Two years,Yes,None,0
5586,Credit Card,Yes,No,0,900000,12000,33,One year,No,None,0
5587,Mailed Check,No,No,0,1300000,9000,5,Month-to-month,No,None,0
5588,Mailed Check,No,No,0,1600000,13000,2,Month-to-month,No,None,0
5589,Credit Card,Yes,No,0,1000000,1000,72,Two years,Yes,None,0
5590,Mailed Check,No,No,0,1000000,8000,9,Month-to-month,No,None,0
5591,Mailed Check,Yes,No,0,1000000,7000,67,Two years,Yes,None,0
5592,Mailed Check,No,No,0,1500000,6000,8,Month-to-month,No,None,0
5593,Credit Card,Yes,No,0,1600000,9000,17,Two years,Yes,None,0
5594,Bank Transfer,Yes,No,0,1600000,12000,68,Two years,Yes,None,0
5595,Electronic Check,No,No,0,1800000,10000,25,Month-to-month,No,None,0
5596,Bank Transfer,Yes,No,0,1500000,8000,67,One year,No,None,0
5597,Credit Card,Yes,No,0,1800000,7000,32,One year,No,None,0
5598,Electronic Check,Yes,No,0,1200000,6000,67,One year,No,None,0
5599,Credit Card,Yes,No,0,800000,11000,72,Two years,Yes,None,0
5600,Electronic Check,No,No,0,900000,12000,1,Month-to-month,No,None,0
5601,Electronic Check,Yes,No,0,900000,8000,48,One year,No,None,0
5602,Bank Transfer,Yes,No,0,1900000,1000,61,One year,No,None,0
5603,Electronic Check,No,No,0,1000000,7000,2,Month-to-month,No,None,0
5604,Bank Transfer,Yes,No,0,1200000,5000,71,Two years,Yes,None,0
5605,Mailed Check,No,No,0,1400000,11000,37,Month-to-month,No,None,0
5606,Bank Transfer,Yes,No,0,900000,4000,65,Two years,Yes,None,0
5607,Bank Transfer,Yes,No,0,700000,4000,67,One year,No,None,0
5608,Credit Card,Yes,No,0,1700000,2000,50,Two years,Yes,None,0
5609,Electronic Check,Yes,No,0,1700000,5000,25,One year,No,None,0
5610,Mailed Check,Yes,No,0,1800000,2000,64,Two years,Yes,None,0
5611,Credit Card,Yes,No,0,700000,10000,25,One year,No,None,0
5612,Mailed Check,No,No,0,1400000,12000,24,Month-to-month,No,None,0
5613,Electronic Check,No,No,0,1500000,3000,37,Month-to-month,No,None,0
5614,Electronic Check,No,No,0,1000000,5000,21,Month-to-month,No,None,0
5615,Mailed Check,No,No,0,1500000,8000,1,Month-to-month,No,None,0
5616,Mailed Check,No,No,0,1100000,11000,10,Month-to-month,No,None,0
5617,Credit Card,Yes,No,0,1500000,6000,51,One year,No,None,0
5618,Mailed Check,No,No,0,1500000,7000,10,Month-to-month,No,None,0
5619,Credit Card,No,No,0,800000,8000,6,Month-to-month,No,None,0
5620,Mailed Check,Yes,No,0,1200000,6000,47,Two years,Yes,None,0
5621,Electronic Check,Yes,No,0,1700000,11000,61,One year,No,None,0
5622,Bank Transfer,Yes,No,0,800000,2000,52,Two years,Yes,None,0
5623,Credit Card,No,No,0,1100000,1000,35,Month-to-month,No,None,0
5624,Bank Transfer,Yes,No,0,1300000,5000,71,One year,No,None,0
5625,Credit Card,Yes,No,0,700000,12000,45,Two years,Yes,None,0
5626,Mailed Check,No,No,0,1600000,12000,2,Month-to-month,No,None,0
5627,Credit Card,Yes,No,0,900000,1000,51,One year,No,None,0
5628,Credit Card,Yes,No,0,1200000,7000,60,One year,No,None,0
5629,Mailed Check,Yes,No,0,700000,5000,9,One year,No,None,0
5630,Bank Transfer,No,No,0,800000,1000,17,Month-to-month,No,None,0
5631,Mailed Check,Yes,No,0,1400000,5000,46,Two years,Yes,None,0
5632,Credit Card,Yes,No,0,1800000,2000,68,Two years,Yes,None,0
5633,Bank Transfer,Yes,No,0,1500000,3000,4,One year,No,None,0
5634,Credit Card,Yes,No,0,1200000,10000,28,One year,No,None,0
5635,Credit Card,Yes,No,0,900000,7000,39,One year,No,None,0
5636,Electronic Check,No,No,0,1900000,1000,11,Month-to-month,No,None,0
5637,Credit Card,Yes,No,0,1400000,3000,71,Two years,Yes,None,0
5638,Mailed Check,No,No,0,1100000,4000,2,Month-to-month,No,None,0
5639,Mailed Check,Yes,No,0,1700000,10000,17,One year,No,None,0
5640,Credit Card,No,No,0,800000,11000,55,Month-to-month,No,None,0
5641,Bank Transfer,No,No,0,1500000,8000,58,Month-to-month,No,None,0
5642,Electronic Check,No,No,0,1400000,5000,9,Month-to-month,No,None,0
5643,Bank Transfer,No,No,0,1100000,10000,26,Month-to-month,No,None,0
5644,Credit Card,Yes,No,0,1300000,9000,50,Two years,Yes,None,0
5645,Bank Transfer,Yes,No,0,900000,6000,72,Two years,Yes,None,0
5646,Credit Card,Yes,No,0,700000,2000,43,One year,No,None,0
5647,Bank Transfer,Yes,No,0,1900000,4000,56,Two years,Yes,None,0
5648,Mailed Check,No,No,0,1600000,14000,1,Month-to-month,No,None,0
5649,Bank Transfer,Yes,No,0,1300000,7000,72,Two years,Yes,None,0
5650,Electronic Check,No,No,0,1200000,6000,36,Month-to-month,No,None,0
5651,Bank Transfer,No,No,0,1700000,3000,5,Month-to-month,No,None,0
5652,Credit Card,Yes,No,0,900000,1000,44,One year,No,None,0
5653,Electronic Check,Yes,No,0,1200000,3000,70,One year,No,None,0
5654,Credit Card,Yes,No,0,1100000,1000,44,One year,No,None,0
5655,Credit Card,Yes,No,0,800000,5000,69,Two years,Yes,None,0
5656,Bank Transfer,Yes,No,0,1200000,8000,68,One year,No,None,0
5657,Credit Card,No,No,0,1600000,9000,16,Month-to-month,No,None,0
5658,Bank Transfer,Yes,No,0,1400000,7000,68,Two years,Yes,None,0
5659,Mailed Check,No,No,0,1400000,5000,4,Month-to-month,No,None,0
5660,Credit Card,No,No,0,1800000,6000,26,Month-to-month,No,None,0
5661,Credit Card,No,No,0,1200000,9000,5,Month-to-month,No,None,0
5662,Bank Transfer,Yes,No,0,1100000,11000,70,One year,No,None,0
5663,Bank Transfer,Yes,No,0,1000000,10000,24,One year,No,None,0
5664,Bank Transfer,Yes,No,0,1100000,14000,72,Two years,Yes,None,0
5665,Mailed Check,No,No,0,1100000,9000,1,Month-to-month,No,None,0
5666,Bank Transfer,Yes,No,0,1600000,5000,70,One year,No,None,0
5667,Bank Transfer,No,No,0,1200000,7000,36,Month-to-month,No,None,0
5668,Bank Transfer,Yes,No,0,1500000,6000,41,One year,No,None,0
5669,Electronic Check,No,No,0,1400000,7000,14,Month-to-month,No,None,0
5670,Electronic Check,No,No,0,1000000,7000,13,Month-to-month,No,None,0
5671,Mailed Check,No,No,0,1000000,5000,6,Month-to-month,No,None,0
5672,Electronic Check,No,No,0,900000,12000,15,Month-to-month,No,None,0
5673,Credit Card,No,No,0,1900000,9000,47,Month-to-month,No,None,0
5674,Mailed Check,No,No,0,1600000,9000,8,Month-to-month,No,None,0
5675,Mailed Check,No,No,0,1600000,9000,17,Month-to-month,No,None,0
5676,Mailed Check,No,No,0,1600000,3000,15,Month-to-month,No,None,0
5677,Bank Transfer,Yes,No,0,1700000,2000,26,One year,No,None,0
5678,Electronic Check,No,No,0,1100000,1000,23,Month-to-month,No,None,0
5679,Electronic Check,No,No,0,1600000,8000,4,Month-to-month,No,None,0
5680,Mailed Check,Yes,No,0,1100000,2000,29,One year,No,None,0
5681,Mailed Check,No,No,0,1000000,5000,25,Month-to-month,No,None,0
5682,Electronic Check,No,No,0,1700000,11000,3,Month-to-month,No,None,0
5683,Bank Transfer,Yes,No,0,1900000,6000,69,Two years,Yes,None,0
5684,Mailed Check,Yes,No,0,1400000,1000,14,One year,No,None,0
5685,Mailed Check,No,No,0,1800000,12000,19,Month-to-month,No,None,0
5686,Electronic Check,No,No,0,1400000,9000,39,Month-to-month,No,None,0
5687,Electronic Check,No,No,0,1100000,4000,31,Month-to-month,No,None,0
5688,Mailed Check,Yes,No,0,1200000,14000,24,One year,No,None,0
5689,Bank Transfer,No,No,0,1600000,5000,14,Month-to-month,No,None,0
5690,Mailed Check,Yes,No,0,800000,5000,64,Two years,Yes,None,0
5691,Mailed Check,Yes,No,0,1000000,9000,50,One year,No,None,0
5692,Electronic Check,Yes,No,0,1500000,13000,52,One year,No,None,0
5693,Electronic Check,Yes,No,0,1900000,4000,28,One year,No,None,0
5694,Credit Card,Yes,No,0,1100000,2000,21,Two years,Yes,None,0
5695,Mailed Check,Yes,No,0,800000,4000,17,One year,No,None,0
5696,Credit Card,Yes,No,0,900000,11000,58,One year,No,None,0
5697,Mailed Check,Yes,No,0,900000,4000,51,Two years,Yes,None,0
5698,Mailed Check,Yes,No,0,1300000,11000,72,Two years,Yes,None,0
5699,Mailed Check,Yes,No,0,1200000,2000,27,Two years,Yes,None,0
5700,Mailed Check,No,No,0,1200000,14000,3,Month-to-month,No,None,0
5701,Mailed Check,Yes,No,0,1600000,3000,64,Two years,Yes,None,0
5702,Credit Card,Yes,No,0,1800000,13000,45,Two years,Yes,None,0
5703,Credit Card,Yes,No,0,1000000,13000,71,Two years,Yes,None,0
5704,Credit Card,Yes,No,0,1700000,10000,58,Two years,Yes,None,0
5705,Electronic Check,No,No,0,1400000,7000,34,Month-to-month,No,None,0
5706,Mailed Check,No,No,0,800000,1000,15,Month-to-month,No,None,0
5707,Bank Transfer,Yes,No,0,1700000,9000,66,Two years,Yes,None,0
5708,Credit Card,No,No,0,1900000,5000,12,Month-to-month,No,None,0
5709,Bank Transfer,Yes,No,0,1800000,3000,58,Two years,Yes,None,0
5710,Mailed Check,Yes,No,0,700000,12000,3,Two years,Yes,None,0
5711,Electronic Check,No,No,0,1200000,6000,9,Month-to-month,No,None,0
