Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
5968,Bank Transfer,Yes,No,0,170,8000,72,Two years,Yes,None,Female,23
5969,Electronic Check,No,No,0,140,4000,50,Month-to-month,No,None,Male,51
5970,Electronic Check,Yes,No,0,180,12000,71,Two years,Yes,None,Male,30
5971,Credit Card,Yes,No,0,110,13000,70,Two years,Yes,None,Male,46
5972,Credit Card,Yes,No,0,100,6000,71,One year,No,None,Male,40
5973,Bank Transfer,Yes,No,0,150,6000,61,Two years,Yes,None,Male,51
5974,Bank Transfer,Yes,No,0,70,7000,68,Two years,Yes,None,Male,30
5975,Bank Transfer,Yes,No,0,80,10000,62,Two years,Yes,None,Male,46
5976,Electronic Check,No,No,0,160,9000,7,Month-to-month,No,None,Male,32
5977,Mailed Check,Yes,No,0,190,7000,6,One year,No,None,Female,54
5978,Bank Transfer,No,No,0,110,4000,33,Month-to-month,No,None,Male,24
5979,Bank Transfer,Yes,No,0,180,11000,28,One year,No,None,Male,28
5980,Credit Card,Yes,No,0,130,6000,27,Two years,Yes,None,Female,58
5981,Mailed Check,No,No,0,130,8000,7,Month-to-month,No,None,Female,44
5982,Credit Card,No,No,0,130,12000,30,Month-to-month,No,None,Male,37
5983,Credit Card,Yes,No,0,90,5000,63,One year,No,None,Male,32
5984,Electronic Check,Yes,No,0,170,10000,53,One year,No,None,Male,20
5985,Bank Transfer,No,No,0,170,9000,21,Month-to-month,No,None,Male,34
5986,Mailed Check,Yes,No,0,180,8000,17,One year,No,None,Male,37
5987,Mailed Check,Yes,No,0,180,13000,16,Two years,Yes,None,Female,59
5988,Electronic Check,No,No,0,70,4000,35,Month-to-month,No,None,Female,50
5989,Electronic Check,No,No,0,190,12000,32,Month-to-month,No,None,Male,25
5990,Bank Transfer,No,No,0,150,4000,28,Month-to-month,No,None,Female,25
5991,Mailed Check,No,No,0,190,2000,1,Month-to-month,No,None,Female,22
5992,Electronic Check,No,No,0,140,9000,59,Month-to-month,No,None,Male,51
5993,Bank Transfer,Yes,No,0,120,5000,72,One year,No,None,Male,34
5994,Mailed Check,No,No,0,180,10000,40,Month-to-month,No,None,Female,54
5995,Electronic Check,No,No,0,100,11000,40,Month-to-month,No,None,Female,24
5996,Credit Card,Yes,No,0,160,12000,63,Two years,Yes,None,Male,34
5997,Electronic Check,No,No,0,80,2000,3,Month-to-month,No,None,Female,37
5998,Mailed Check,Yes,No,0,180,3000,40,One year,No,None,Male,34
5999,Mailed Check,No,No,0,190,9000,8,Month-to-month,No,None,Female,36
6000,Mailed Check,Yes,No,0,100,9000,34,One year,No,None,Male,36
6001,Credit Card,No,No,0,90,10000,9,Month-to-month,No,None,Female,43
6002,Bank Transfer,No,No,0,90,9000,31,Month-to-month,No,None,Female,30
6003,Bank Transfer,Yes,No,0,130,5000,50,One year,No,None,Female,33
6004,Electronic Check,No,No,0,120,1000,9,Month-to-month,No,None,Male,56
6005,Credit Card,No,No,0,140,4000,25,Month-to-month,No,None,Male,51
6006,Electronic Check,No,No,0,160,9000,1,Month-to-month,No,None,Male,31
6007,Mailed Check,No,No,0,170,7000,45,Month-to-month,No,None,Female,26
6008,Credit Card,No,No,0,130,3000,55,Month-to-month,No,None,Male,58
6009,Bank Transfer,No,No,0,100,1000,38,Month-to-month,No,None,Male,19
6010,Electronic Check,No,No,0,190,11000,38,Month-to-month,No,None,Female,22
6011,Electronic Check,No,No,0,130,13000,34,Month-to-month,No,None,Female,49
6012,Electronic Check,Yes,No,0,160,5000,70,One year,No,None,Male,43
6013,Mailed Check,Yes,No,0,100,11000,13,One year,No,None,Male,50
6014,Electronic Check,Yes,No,0,190,13000,61,One year,No,None,Female,31
6015,Credit Card,Yes,No,0,110,12000,41,Two years,Yes,None,Female,41
6016,Electronic Check,No,No,0,110,11000,21,Month-to-month,No,None,Female,26
6017,Bank Transfer,Yes,No,0,80,5000,55,One year,No,None,Female,36
6018,Bank Transfer,Yes,No,0,160,13000,69,Two years,Yes,None,Male,51
6019,Credit Card,Yes,No,0,140,4000,69,One year,No,None,Female,39
6020,Electronic Check,No,No,0,150,6000,47,Month-to-month,No,None,Male,25
6021,Bank Transfer,Yes,No,0,140,10000,72,Two years,Yes,None,Male,30
6022,Electronic Check,No,No,0,70,7000,33,Month-to-month,No,None,Female,32
6023,Credit Card,Yes,No,0,160,12000,72,Two years,Yes,None,Male,45
6024,Bank Transfer,No,No,0,80,9000,37,Month-to-month,No,None,Male,38
6025,Credit Card,No,No,0,180,12000,62,Month-to-month,No,None,Female,30
6026,Credit Card,Yes,No,0,190,9000,71,Two years,Yes,None,Male,32
6027,Bank Transfer,No,No,0,180,10000,23,Month-to-month,No,None,Female,30
6028,Mailed Check,Yes,No,0,170,11000,16,One year,No,None,Female,30
6029,Mailed Check,No,No,0,120,3000,9,Month-to-month,No,None,Male,41
6030,Mailed Check,Yes,No,0,90,8000,17,Two years,Yes,None,Female,41
6031,Mailed Check,No,No,0,70,13000,24,Month-to-month,No,None,Male,19
6032,Electronic Check,No,No,0,110,5000,1,Month-to-month,No,None,Male,40
6033,Bank Transfer,Yes,No,0,110,10000,72,Two years,Yes,None,Male,35
6034,Electronic Check,Yes,No,0,110,7000,72,Two years,Yes,None,Female,53
6035,Credit Card,No,No,0,170,10000,11,Month-to-month,No,None,Female,45
6036,Credit Card,Yes,No,0,140,2000,60,One year,No,None,Male,32
6037,Bank Transfer,Yes,No,0,190,7000,49,Two years,Yes,None,Male,29
6038,Electronic Check,No,No,0,120,5000,30,Month-to-month,No,None,Male,51
6039,Credit Card,Yes,No,0,90,14000,53,One year,No,None,Female,58
6040,Mailed Check,Yes,No,0,100,2000,39,Two years,Yes,None,Male,40
6041,Mailed Check,No,No,0,100,14000,9,Month-to-month,No,None,Male,34
6042,Electronic Check,Yes,No,0,190,4000,39,One year,No,None,Female,22
6043,Electronic Check,No,No,0,160,14000,8,Month-to-month,No,None,Male,27
6044,Electronic Check,Yes,No,0,120,9000,51,One year,No,None,Female,28
6045,Credit Card,Yes,No,0,110,7000,71,Two years,Yes,None,Male,57
6046,Mailed Check,Yes,No,0,110,8000,71,Two years,Yes,None,Male,27
6047,Credit Card,Yes,No,0,140,13000,70,Two years,Yes,None,Male,50
6048,Bank Transfer,Yes,No,0,190,1000,38,Two years,Yes,None,Male,41
6049,Credit Card,No,No,0,150,4000,28,Month-to-month,No,None,Male,30
6050,Bank Transfer,No,No,0,130,11000,32,Month-to-month,No,None,Female,38
6051,Mailed Check,Yes,No,0,90,11000,49,Two years,Yes,None,Male,32
6052,Bank Transfer,Yes,No,0,130,14000,37,Two years,Yes,None,Female,27
6053,Electronic Check,No,No,0,150,8000,10,Month-to-month,No,None,Female,19
6054,Credit Card,Yes,No,0,170,10000,67,One year,No,None,Male,36
6055,Credit Card,Yes,No,0,120,13000,7,One year,No,None,Male,30
6056,Credit Card,Yes,No,0,80,13000,51,One year,No,None,Female,45
6057,Mailed Check,No,No,0,150,6000,9,Month-to-month,No,None,Male,56
6058,Mailed Check,No,No,0,170,3000,4,Month-to-month,No,None,Male,33
6059,Electronic Check,Yes,No,0,70,1000,24,Two years,Yes,None,Female,19
6060,Bank Transfer,Yes,No,0,150,9000,22,One year,No,None,Female,46
6061,Electronic Check,No,No,0,80,13000,44,Month-to-month,No,None,Male,38
6062,Bank Transfer,No,No,0,130,13000,33,Month-to-month,No,None,Male,31
6063,Mailed Check,No,No,0,130,7000,1,Month-to-month,No,None,Female,34
6064,Electronic Check,Yes,No,0,140,6000,30,One year,No,None,Female,41
6065,Mailed Check,No,No,0,140,10000,1,Month-to-month,No,None,Female,50
6066,Electronic Check,No,No,0,170,11000,16,Month-to-month,No,None,Female,53
6067,Bank Transfer,Yes,No,0,70,14000,71,Two years,Yes,None,Female,33
6068,Credit Card,No,No,0,130,14000,43,Month-to-month,No,None,Male,40
6069,Bank Transfer,Yes,No,0,100,14000,50,One year,No,None,Female,55
6070,Bank Transfer,No,No,0,100,11000,41,Month-to-month,No,None,Female,34
6071,Bank Transfer,Yes,No,0,190,4000,40,One year,No,None,Female,51
6072,Bank Transfer,No,No,0,160,13000,3,Month-to-month,No,None,Male,52
6073,Bank Transfer,Yes,No,0,180,13000,37,One year,No,None,Male,27
6074,Electronic Check,No,No,0,110,6000,32,Month-to-month,No,None,Female,35
6075,Electronic Check,No,No,0,130,14000,32,Month-to-month,No,None,Male,43
6076,Electronic Check,No,No,0,120,12000,59,Month-to-month,No,None,Female,45
6077,Bank Transfer,Yes,No,0,70,12000,30,One year,No,None,Male,37
6078,Electronic Check,Yes,No,0,190,9000,27,Two years,Yes,None,Male,35
6079,Mailed Check,Yes,No,0,110,1000,9,One year,No,None,Male,42
6080,Credit Card,Yes,No,0,190,5000,68,One year,No,None,Male,38
6081,Credit Card,Yes,No,0,180,10000,69,Two years,Yes,None,Female,38
6082,Mailed Check,No,No,0,190,13000,26,Month-to-month,No,None,Female,27
6083,Bank Transfer,Yes,No,0,120,13000,69,Two years,Yes,None,Male,49
6084,Mailed Check,Yes,No,0,90,14000,11,Two years,Yes,None,Male,34
6085,Mailed Check,No,No,0,90,12000,1,Month-to-month,No,None,Male,40
6086,Mailed Check,Yes,No,0,150,13000,10,One year,No,None,Male,38
6087,Bank Transfer,Yes,No,0,100,4000,55,One year,No,None,Male,29
6088,Electronic Check,Yes,No,0,120,3000,44,One year,No,None,Male,22
6089,Bank Transfer,Yes,No,0,80,4000,69,Two years,Yes,None,Male,36
6090,Electronic Check,No,No,0,80,4000,11,Month-to-month,No,None,Female,40
6091,Bank Transfer,No,No,0,170,6000,29,Month-to-month,No,None,Male,46
6092,Electronic Check,No,No,0,180,2000,57,Month-to-month,No,None,Female,32
6093,Credit Card,Yes,No,0,120,14000,28,One year,No,None,Male,30
6094,Credit Card,No,No,0,140,6000,42,Month-to-month,No,None,Male,27
6095,Bank Transfer,Yes,No,0,180,1000,23,One year,No,None,Male,51
6096,Mailed Check,No,No,0,70,7000,18,Month-to-month,No,None,Male,30
6097,Bank Transfer,Yes,No,0,130,3000,62,One year,No,None,Female,41
6098,Bank Transfer,Yes,No,0,80,13000,67,One year,No,None,Male,30
6099,Credit Card,Yes,No,0,110,5000,62,Two years,Yes,None,Female,29
6100,Electronic Check,No,No,0,100,1000,2,Month-to-month,No,None,Female,45
6101,Bank Transfer,Yes,No,0,100,14000,23,Two years,Yes,None,Female,54
6102,Bank Transfer,Yes,No,0,100,11000,25,Two years,Yes,None,Male,36
6103,Bank Transfer,Yes,No,0,90,7000,72,Two years,Yes,None,Female,33
6104,Electronic Check,No,No,0,120,13000,2,Month-to-month,No,None,Female,37
6105,Bank Transfer,Yes,No,0,190,6000,8,One year,No,None,Male,38
6106,Electronic Check,No,No,0,70,11000,35,Month-to-month,No,None,Female,31
6107,Electronic Check,No,No,0,130,14000,2,Month-to-month,No,None,Male,59
6108,Credit Card,Yes,No,0,160,13000,72,Two years,Yes,None,Male,37
6109,Electronic Check,No,No,0,150,1000,41,Month-to-month,No,None,Male,29
6110,Bank Transfer,Yes,No,0,90,9000,26,One year,No,None,Male,35
6111,Mailed Check,No,No,0,170,8000,4,Month-to-month,No,None,Male,29
6112,Credit Card,Yes,No,0,90,14000,48,Two years,Yes,None,Female,52
6113,Electronic Check,Yes,No,0,100,5000,12,One year,No,None,Female,42
6114,Bank Transfer,No,No,0,100,5000,60,Month-to-month,No,None,Male,59
6115,Electronic Check,Yes,No,0,140,2000,55,Two years,Yes,None,Female,50
6116,Mailed Check,No,No,0,150,5000,1,Month-to-month,No,None,Male,33
6117,Mailed Check,No,No,0,110,2000,1,Month-to-month,No,None,Male,43
6118,Credit Card,Yes,No,0,90,5000,42,Two years,Yes,None,Female,33
6119,Bank Transfer,No,No,0,110,3000,1,Month-to-month,No,None,Male,52
6120,Credit Card,No,No,0,140,11000,3,Month-to-month,No,None,Female,32
6121,Credit Card,Yes,No,0,90,12000,72,Two years,Yes,None,Female,32
6122,Electronic Check,No,No,0,120,5000,15,Month-to-month,No,None,Male,39
6123,Electronic Check,Yes,No,0,70,2000,11,One year,No,None,Female,32
6124,Mailed Check,No,No,0,170,4000,5,Month-to-month,No,None,Male,41
6125,Credit Card,Yes,No,0,90,9000,72,Two years,Yes,None,Female,40
6126,Credit Card,No,No,0,190,13000,55,Month-to-month,No,None,Male,45
6127,Electronic Check,No,No,0,160,13000,40,Month-to-month,No,None,Male,31
6128,Bank Transfer,Yes,No,0,120,10000,57,Two years,Yes,None,Male,33
6129,Electronic Check,Yes,No,0,160,12000,52,One year,No,None,Male,34
6130,Mailed Check,Yes,No,0,80,2000,43,One year,No,None,Male,37
6131,Bank Transfer,Yes,No,0,140,6000,47,Two years,Yes,None,Female,45
6132,Bank Transfer,No,No,0,100,6000,3,Month-to-month,No,None,Male,37
6133,Credit Card,Yes,No,0,120,4000,55,Two years,Yes,None,Female,39
6134,Mailed Check,Yes,No,0,100,11000,29,One year,No,None,Male,29
6135,Electronic Check,No,No,0,70,1000,12,Month-to-month,No,None,Male,42
6136,Electronic Check,No,No,0,160,9000,66,Month-to-month,No,None,Female,29
6137,Bank Transfer,No,No,0,100,12000,27,Month-to-month,No,None,Male,25
6138,Electronic Check,No,No,0,180,4000,58,Month-to-month,No,None,Female,42
6139,Mailed Check,No,No,0,130,11000,9,Month-to-month,No,None,Male,40
6140,Electronic Check,No,No,0,170,10000,6,Month-to-month,No,None,Female,51
6141,Mailed Check,No,No,0,190,14000,9,Month-to-month,No,None,Female,31
6142,Mailed Check,No,No,0,100,10000,8,Month-to-month,No,None,Male,32
6143,Electronic Check,No,No,0,120,13000,12,Month-to-month,No,None,Male,38
6144,Electronic Check,Yes,No,0,180,3000,43,One year,No,None,Male,32
6145,Electronic Check,No,No,0,70,1000,42,Month-to-month,No,None,Male,46
6146,Credit Card,Yes,No,0,120,9000,66,Two years,Yes,None,Male,28
6147,Mailed Check,No,No,0,130,14000,1,Month-to-month,No,None,Male,29
6148,Electronic Check,No,No,0,150,1000,10,Month-to-month,No,None,Female,31
6149,Electronic Check,No,No,0,90,8000,18,Month-to-month,No,None,Male,25
6150,Mailed Check,No,No,0,150,5000,3,Month-to-month,No,None,Male,45
6151,Credit Card,Yes,No,0,140,2000,50,One year,No,None,Male,36
6152,Electronic Check,No,No,0,120,2000,1,Month-to-month,No,None,Male,55
6153,Mailed Check,No,No,0,190,12000,2,Month-to-month,No,None,Male,47
6154,Bank Transfer,Yes,No,0,70,4000,17,One year,No,None,Male,28
6155,Credit Card,Yes,No,0,100,8000,72,Two years,Yes,None,Male,37
6156,Bank Transfer,Yes,No,0,100,14000,50,Two years,Yes,None,Male,21
6157,Mailed Check,Yes,No,0,180,13000,53,Two years,Yes,None,Male,37
6158,Credit Card,Yes,No,0,70,7000,58,Two years,Yes,None,Male,35
6159,Bank Transfer,Yes,No,0,170,3000,46,One year,No,None,Male,38
6160,Credit Card,No,No,0,170,13000,72,Month-to-month,No,None,Female,26
6161,Mailed Check,No,No,0,150,3000,6,Month-to-month,No,None,Female,50
6162,Bank Transfer,Yes,No,0,90,3000,72,Two years,Yes,None,Female,53
6163,Mailed Check,No,No,0,140,9000,4,Month-to-month,No,None,Female,42
6164,Mailed Check,Yes,No,0,110,7000,52,Two years,Yes,None,Male,29
6165,Mailed Check,Yes,No,0,70,9000,2,One year,No,None,Male,55
6166,Bank Transfer,Yes,No,0,130,5000,65,Two years,Yes,None,Male,26
6167,Credit Card,Yes,No,0,170,8000,51,One year,No,None,Male,37
6168,Bank Transfer,No,No,0,180,1000,12,Month-to-month,No,None,Male,44
6169,Mailed Check,Yes,No,0,70,11000,24,One year,No,None,Male,38
6170,Bank Transfer,Yes,No,0,170,3000,64,One year,No,None,Female,26
6171,Bank Transfer,No,No,0,180,12000,26,Month-to-month,No,None,Male,28
6172,Mailed Check,No,No,0,160,14000,15,Month-to-month,No,None,Male,49
6173,Credit Card,Yes,No,0,140,4000,64,Two years,Yes,None,Male,36
6174,Credit Card,No,No,0,130,8000,27,Month-to-month,No,None,Female,31
6175,Electronic Check,No,No,0,160,8000,8,Month-to-month,No,None,Female,26
6176,Credit Card,No,No,0,130,13000,10,Month-to-month,No,None,Male,37
6177,Mailed Check,No,No,0,80,2000,2,Month-to-month,No,None,Female,42
6178,Credit Card,Yes,No,0,80,3000,51,Two years,Yes,None,Male,18
6179,Mailed Check,Yes,No,0,180,14000,46,Two years,Yes,None,Male,35
6180,Bank Transfer,No,No,0,100,8000,1,Month-to-month,No,None,Female,36
6181,Bank Transfer,No,No,0,150,11000,46,Month-to-month,No,None,Male,51
6182,Bank Transfer,No,No,0,140,1000,50,Month-to-month,No,None,Male,41
6183,Credit Card,No,No,0,180,11000,53,Month-to-month,No,None,Male,18
6184,Electronic Check,No,No,0,140,1000,61,Month-to-month,No,None,Male,28
6185,Bank Transfer,No,No,0,90,11000,5,Month-to-month,No,None,Male,31
6186,Bank Transfer,Yes,No,0,170,12000,47,One year,No,None,Female,39
6187,Bank Transfer,Yes,No,0,100,3000,54,One year,No,None,Male,36
6188,Credit Card,No,No,0,80,2000,19,Month-to-month,No,None,Male,32
6189,Electronic Check,Yes,No,0,150,6000,26,Two years,Yes,None,Male,38
6190,Mailed Check,Yes,No,0,190,6000,70,Two years,Yes,None,Female,58
6191,Electronic Check,No,No,0,140,12000,17,Month-to-month,No,None,Male,31
6192,Mailed Check,No,No,0,150,4000,1,Month-to-month,No,None,Female,31
6193,Mailed Check,Yes,No,0,120,6000,19,Two years,Yes,None,Male,45
6194,Credit Card,Yes,No,0,170,6000,26,Two years,Yes,None,Male,31
6195,Electronic Check,Yes,No,0,80,8000,50,One year,No,None,Male,33
6196,Electronic Check,Yes,No,0,100,11000,68,One year,No,None,Male,39
6197,Electronic Check,No,No,0,110,11000,9,Month-to-month,No,None,Male,43
6198,Bank Transfer,Yes,No,0,130,7000,51,Two years,Yes,None,Female,49
6199,Electronic Check,No,No,0,180,5000,9,Month-to-month,No,None,Male,52
6200,Electronic Check,No,No,0,120,1000,22,Month-to-month,No,None,Female,27
6201,Bank Transfer,Yes,No,0,130,14000,71,Two years,Yes,None,Female,32
6202,Credit Card,Yes,No,0,160,6000,26,One year,No,None,Male,27
6203,Bank Transfer,Yes,No,0,160,9000,71,Two years,Yes,None,Female,31
6204,Credit Card,No,No,0,140,10000,4,Month-to-month,No,None,Female,32
6205,Electronic Check,No,No,0,80,13000,12,Month-to-month,No,None,Male,28
6206,Electronic Check,No,No,0,70,10000,18,Month-to-month,No,None,Male,30
6207,Electronic Check,No,No,0,180,12000,3,Month-to-month,No,None,Female,31
6208,Bank Transfer,Yes,No,0,120,5000,72,One year,No,None,Male,39
6209,Credit Card,Yes,No,0,100,3000,13,One year,No,None,Female,39
6210,Credit Card,Yes,No,0,190,2000,42,One year,No,None,Female,33
6211,Credit Card,No,No,0,90,8000,17,Month-to-month,No,None,Male,47
6212,Mailed Check,No,No,0,130,2000,7,Month-to-month,No,None,Female,43
6213,Mailed Check,Yes,No,0,120,8000,68,Two years,Yes,None,Male,27
6214,Bank Transfer,Yes,No,0,150,9000,56,Two years,Yes,None,Male,54
6215,Mailed Check,Yes,No,0,190,4000,38,One year,No,None,Female,43
6216,Electronic Check,Yes,No,0,70,13000,72,Two years,Yes,None,Male,45
6217,Credit Card,Yes,No,0,100,11000,48,One year,No,None,Female,40
6218,Electronic Check,No,No,0,130,14000,52,Month-to-month,No,None,Female,29
6219,Mailed Check,Yes,No,0,180,6000,35,One year,No,None,Male,29
6220,Bank Transfer,Yes,No,0,180,10000,67,Two years,Yes,None,Male,30
6221,Mailed Check,No,No,0,80,2000,1,Month-to-month,No,None,Male,27
6222,Mailed Check,No,No,0,150,4000,53,Month-to-month,No,None,Male,37
6223,Mailed Check,No,No,0,80,8000,34,Month-to-month,No,None,Female,38
6224,Mailed Check,No,No,0,170,11000,19,Month-to-month,No,None,Female,31
6225,Bank Transfer,Yes,No,0,190,8000,60,Two years,Yes,None,Male,29
6226,Credit Card,Yes,No,0,80,3000,11,Two years,Yes,None,Male,35
6227,Credit Card,Yes,No,0,140,9000,60,Two years,Yes,None,Female,23
6228,Credit Card,Yes,No,0,120,13000,72,Two years,Yes,None,Female,41
6229,Mailed Check,Yes,No,0,180,9000,39,One year,No,None,Male,47
6230,Credit Card,Yes,No,0,180,14000,59,One year,No,None,Male,42
6231,Mailed Check,No,No,0,180,13000,2,Month-to-month,No,None,Male,29
6232,Credit Card,Yes,No,0,100,12000,71,Two years,Yes,None,Male,42
6233,Mailed Check,No,No,0,80,4000,24,Month-to-month,No,None,Female,32
6234,Credit Card,No,No,0,110,10000,67,Month-to-month,No,None,Male,48
6235,Mailed Check,Yes,No,0,190,3000,37,One year,No,None,Male,37
6236,Mailed Check,No,No,0,190,12000,11,Month-to-month,No,None,Female,30
6237,Credit Card,No,No,0,140,5000,18,Month-to-month,No,None,Female,26
6238,Bank Transfer,Yes,No,0,90,7000,50,One year,No,None,Male,42
6239,Electronic Check,Yes,No,0,80,8000,67,One year,No,None,Female,21
6240,Mailed Check,No,No,0,140,5000,25,Month-to-month,No,None,Male,36
6241,Credit Card,No,No,0,110,1000,9,Month-to-month,No,None,Male,36
6242,Mailed Check,Yes,No,0,190,6000,10,One year,No,None,Female,57
6243,Credit Card,Yes,No,0,100,1000,70,Two years,Yes,None,Female,40
6244,Bank Transfer,No,No,0,170,1000,9,Month-to-month,No,None,Male,21
6245,Credit Card,No,No,0,90,1000,4,Month-to-month,No,None,Male,33
6246,Mailed Check,No,No,0,160,1000,2,Month-to-month,No,None,Female,37
6247,Bank Transfer,No,No,0,100,12000,19,Month-to-month,No,None,Male,46
6248,Bank Transfer,No,No,0,130,12000,7,Month-to-month,No,None,Female,41
6249,Electronic Check,No,No,0,130,2000,1,Month-to-month,No,None,Female,50
6250,Mailed Check,Yes,No,0,170,2000,9,One year,No,None,Female,40
6251,Credit Card,No,No,0,150,2000,5,Month-to-month,No,None,Male,31
6252,Bank Transfer,Yes,No,0,90,8000,56,One year,No,None,Male,21
6253,Mailed Check,No,No,0,120,10000,18,Month-to-month,No,None,Male,29
6254,Mailed Check,Yes,No,0,140,11000,70,Two years,Yes,None,Male,35
6255,Credit Card,Yes,No,0,190,6000,72,Two years,Yes,None,Female,27
