PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
Yes,No phone service,Train,Female,DSL,1,55.80,2109.35,40,Yes,Month-to-month,2460-FPSYH,No,No,Yes,Yes,No,Electronic check,No,Yes,Yes,No
No,No,Train,Female,DSL,0,54.15,701.05,13,No,One year,9705-ZJBCG,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,0,80.15,2265.25,29,Yes,Month-to-month,4818-DRBQT,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,75.50,220.60,3,Yes,Month-to-month,1320-HTRDR,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,1,100.40,5749.80,58,No,Month-to-month,6847-KJLTS,No,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Female,DSL,0,62.55,2796.45,45,No,One year,9670-BPNXF,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,Yes
Yes,Yes,Train,Female,DSL,0,70.45,5165.70,72,No,Two year,3913-FCUUW,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,0,85.50,5696.60,68,No,One year,3301-VKTGC,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,No,0,20.20,20.20,1,Yes,Month-to-month,1493-AMTIE,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,54.50,2076.05,38,No,Month-to-month,9555-SAHUZ,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No
No,No,Test,Male,No,0,20.75,44.20,2,No,Month-to-month,0816-TSPHQ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.35,215.25,11,No,Month-to-month,9932-WBWIK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,1,91.00,1859.50,20,No,One year,4619-EVPHY,No,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,104.80,7470.10,72,No,Two year,5286-YHCVC,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,74.75,229.50,3,Yes,Month-to-month,6424-ELEYH,No,No,No,No,Yes,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,104.05,2470.10,23,Yes,Month-to-month,4391-RESHN,No,Yes,No,No,No,Mailed check,Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,51.10,2092.90,40,No,Month-to-month,9115-YQHGA,No,No,No,No,No,Electronic check,Yes,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,1,89.80,5629.55,62,No,Month-to-month,4462-CYWMH,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,No,No
Yes,No,Train,Female,No,0,20.55,469.85,22,No,Month-to-month,8963-MQVYN,Yes,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,64.05,733.95,11,No,Month-to-month,2458-EOMRE,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No
Yes,Yes,Test,Male,Fiber optic,1,74.85,485.25,7,No,Month-to-month,9334-GWGOW,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,96.65,1244.50,13,Yes,Month-to-month,6821-BUXUX,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No
No,No,Train,Male,No,1,20.05,20.05,1,Yes,Month-to-month,5028-HTLJB,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,103.45,3994.45,39,Yes,Month-to-month,9801-GDWGV,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
No,No phone service,Train,Male,DSL,0,25.00,78.25,3,No,Month-to-month,6542-LWGXJ,No,No,No,No,Yes,Mailed check,No,No,No,No
No,No,Test,Male,No,0,20.30,1131.50,58,No,Two year,5567-GZKQY,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,No,0,26.35,184.05,6,No,Month-to-month,1222-LRYKO,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,No,0,19.90,19.90,1,Yes,Month-to-month,2320-JRSDE,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,54.70,1178.75,22,No,Month-to-month,2087-QAREY,No,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No
No,No phone service,Train,Male,DSL,0,46.35,667.70,14,Yes,Month-to-month,0601-WZHJF,No,No,No,No,Yes,Electronic check,No,Yes,Yes,No
No,Yes,Train,Male,Fiber optic,0,90.25,5629.15,64,No,One year,4423-JWZJN,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,No,No
No,No,Test,Male,No,0,19.95,19.95,1,Yes,Month-to-month,5143-WMWOG,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.65,109.30,6,No,Month-to-month,6490-FGZAT,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Male,Fiber optic,0,79.60,79.60,1,Yes,Month-to-month,5393-RXQSZ,No,No,No,No,No,Electronic check,Yes,Yes,No,No
No,Yes,Test,Male,No,0,25.45,958.45,39,No,One year,7452-FOLON,Yes,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,19.50,403.15,20,No,One year,2320-TZRRH,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,75.90,75.90,1,Yes,Month-to-month,0231-LXVAP,No,No,No,No,No,Electronic check,Yes,No,No,Yes
No,No,Test,Male,Fiber optic,0,76.20,76.20,1,Yes,Month-to-month,9444-JTXHZ,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Test,Male,DSL,0,66.15,4392.50,64,No,One year,4942-VZZOM,No,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,No
No,No,Train,Male,No,0,19.25,19.25,1,Yes,Month-to-month,5510-BOIUJ,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,69.10,3168.00,46,No,Month-to-month,7502-BNYGS,No,No,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,No phone service,Train,Female,DSL,1,39.10,1096.60,28,No,One year,4291-HYEBC,Yes,No,Yes,No,Yes,Electronic check,No,Yes,No,No
No,No,Train,Female,No,0,20.05,669.45,33,No,Month-to-month,6147-CBCRA,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,59.80,2343.85,39,No,One year,6047-SUHPR,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,84.30,3588.40,42,Yes,Month-to-month,4471-KXAUH,No,Yes,No,No,Yes,Electronic check,Yes,No,No,Yes
Yes,No,Test,Female,DSL,0,48.60,48.60,1,No,Month-to-month,9752-ZNQUT,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,0,79.00,522.95,7,Yes,Month-to-month,7638-QVMVY,No,No,No,No,No,Electronic check,Yes,No,Yes,No
No,No,Test,Male,Fiber optic,1,105.35,7511.90,70,No,Two year,1576-PFZIW,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,No,0,25.10,1725.00,65,No,Two year,5666-MBJPT,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Test,Male,DSL,0,49.75,49.75,1,No,Month-to-month,7312-XSBAT,No,No,No,Yes,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,94.75,1691.90,18,No,Month-to-month,3096-GKWEB,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,93.00,2248.05,24,No,Month-to-month,2371-JQHZZ,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Test,Male,DSL,0,71.90,4479.20,63,No,Two year,0674-GCDXG,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,Yes
Yes,Yes,Train,Female,DSL,0,77.55,3471.10,44,No,One year,1121-QSIVB,Yes,No,Yes,No,No,Mailed check,Yes,Yes,Yes,No
Yes,No,Test,Male,No,0,19.85,63.00,4,No,Month-to-month,4396-KLSEH,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,70.25,70.25,1,Yes,Month-to-month,3244-DCJWY,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,95.25,3314.15,37,No,Month-to-month,2824-MYYBN,Yes,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,1,84.60,865.55,10,Yes,Month-to-month,0875-CABNR,No,Yes,No,No,No,Credit card (automatic),Yes,Yes,No,No
Yes,No phone service,Train,Male,DSL,0,25.05,852.70,34,No,Month-to-month,6345-HOVES,No,No,No,No,No,Bank transfer (automatic),No,No,No,No
No,No phone service,Train,Male,DSL,0,53.15,1930.90,35,No,One year,8318-LCNBW,No,Yes,No,Yes,Yes,Credit card (automatic),No,Yes,Yes,No
No,No,Train,Female,No,0,20.15,91.40,4,No,Month-to-month,6469-QJKZW,No,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Female,Fiber optic,1,101.25,3949.15,39,No,Month-to-month,0147-ESWWR,No,No,No,No,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,1,100.55,4304.00,43,No,One year,1217-VASWC,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
No,Yes,Train,Female,No,0,24.10,409.90,17,Yes,Month-to-month,7812-FZHPE,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,No,0,25.30,1554.90,61,No,Two year,6370-ZVHDV,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,DSL,0,71.80,3472.05,49,No,One year,5915-DGNVC,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No
No,No,Test,Male,No,0,19.70,117.80,4,No,One year,6260-XLACS,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No phone service,Train,Female,DSL,0,49.85,3210.35,64,No,Two year,3566-CAAYU,Yes,Yes,Yes,No,Yes,Electronic check,No,Yes,No,Yes
Yes,No,Test,Male,Fiber optic,0,69.60,207.40,3,No,Month-to-month,4983-CCWMC,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Male,No,0,19.75,19.75,1,No,Month-to-month,9103-CXVOK,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,Fiber optic,0,80.80,3132.75,40,No,One year,2896-TBNBE,No,Yes,Yes,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Test,Female,DSL,0,60.00,60.00,1,Yes,Month-to-month,4797-AXPXK,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,0,86.55,649.65,8,Yes,Month-to-month,5229-PRWKT,No,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,No,1,20.85,20.85,1,Yes,Month-to-month,6982-UQZLY,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,DSL,1,64.20,2106.30,34,No,One year,2522-WLNSF,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes
No,No phone service,Train,Female,DSL,0,35.00,35.00,1,No,Month-to-month,3841-CONLJ,No,No,No,No,Yes,Electronic check,No,Yes,No,No
Yes,No phone service,Train,Female,DSL,0,50.75,2011.40,39,Yes,Month-to-month,5057-LCOUI,No,Yes,No,No,No,Electronic check,No,Yes,Yes,No
Yes,No,Train,Female,Fiber optic,1,105.50,6205.50,58,Yes,One year,0193-ESZXP,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Test,Male,No,0,19.20,903.70,45,No,Two year,4475-NVTLU,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,Fiber optic,1,85.15,503.60,6,Yes,Month-to-month,4369-HTUIF,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,No,Test,Male,Fiber optic,0,90.65,3882.30,43,No,One year,9386-LDCZR,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,No,Yes
Yes,No,Train,Male,No,0,20.00,879.80,41,No,Two year,9585-KKMFD,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,74.65,383.65,5,No,Month-to-month,5399-ZIMKF,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,No phone service,Train,Male,DSL,0,61.20,4390.25,72,No,Two year,0336-KXKFK,No,Yes,No,Yes,No,Credit card (automatic),No,Yes,Yes,Yes
No,No,Train,Male,No,0,19.95,68.20,4,No,One year,5619-XZZKR,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,54.80,452.80,9,No,Month-to-month,3948-FVVRP,Yes,No,Yes,No,Yes,Mailed check,Yes,No,No,Yes
Yes,Yes,Test,Male,DSL,1,73.45,5329.00,72,No,Two year,5327-XOKKY,No,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,No,Train,Female,DSL,0,51.45,1758.90,33,No,One year,0983-TATYJ,No,No,No,No,Yes,Mailed check,Yes,No,No,Yes
No,Yes,Train,Female,Fiber optic,0,80.45,5737.60,72,No,Two year,1813-JYWTO,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,54.20,1152.70,22,Yes,Month-to-month,0156-FVPTA,No,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,109.50,7674.55,70,Yes,One year,1984-FCOWB,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Train,Male,Fiber optic,0,104.40,2157.95,21,Yes,Month-to-month,0654-HMSHN,Yes,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,Fiber optic,0,85.30,1219.85,15,No,Month-to-month,6719-OXYBR,No,Yes,No,No,No,Electronic check,Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,79.30,2414.55,29,No,Month-to-month,3312-ZWLGF,No,No,No,No,Yes,Electronic check,Yes,No,No,Yes
No,No,Train,Female,DSL,0,76.50,1155.60,15,No,Month-to-month,6476-YHMGA,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,1,105.10,7548.10,71,Yes,Month-to-month,5287-QWLKY,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No
No,Yes,Train,Male,No,1,25.40,1809.35,72,No,Two year,0795-XCCTE,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,86.85,1564.40,19,No,Month-to-month,0168-XZKBB,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No
No,No,Train,Male,No,0,19.65,19.65,1,No,Month-to-month,3785-NRHYR,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,75.70,75.70,1,Yes,Month-to-month,5196-SGOAK,No,No,Yes,No,No,Electronic check,Yes,No,No,No
No,No,Train,Female,DSL,0,45.55,84.40,2,No,Month-to-month,4537-DKTAL,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,1,78.10,864.85,11,No,Month-to-month,7072-MBHEV,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,No,No
No,No,Train,Female,No,0,19.30,228.75,12,No,One year,5602-BVFMK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,110.50,7752.05,70,No,Two year,6297-NOOPG,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Train,Female,Fiber optic,1,90.80,1951.00,20,Yes,Month-to-month,1891-UAWWU,No,Yes,No,No,Yes,Electronic check,Yes,No,Yes,No
Yes,No,Train,Female,No,0,20.30,470.60,23,No,Month-to-month,8204-TIFGJ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,1,81.35,4060.90,49,No,Two year,8050-DVOJX,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,Yes,Test,Female,Fiber optic,0,97.95,384.50,4,Yes,Month-to-month,6108-OQZDQ,Yes,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,108.15,3432.90,32,Yes,Month-to-month,0363-QJVFX,No,No,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Male,DSL,0,55.30,108.65,2,No,Month-to-month,8903-XEBGX,Yes,No,No,No,No,Electronic check,Yes,Yes,No,No
No,No phone service,Test,Male,DSL,1,56.55,3952.65,69,No,Two year,8169-SAEJD,No,No,Yes,Yes,Yes,Credit card (automatic),No,Yes,Yes,No
Yes,No,Test,Male,Fiber optic,0,80.50,463.05,6,Yes,Month-to-month,9840-DVNDC,No,No,No,No,No,Credit card (automatic),Yes,No,Yes,No
Yes,No,Train,Female,No,0,19.70,494.05,24,No,Two year,1089-XZWHH,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,104.05,3416.85,32,No,One year,2325-WINES,No,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,No
No,No,Train,Female,DSL,0,52.85,1498.65,27,No,Two year,6064-ZATLR,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,1,104.30,2867.75,27,Yes,Month-to-month,3096-JRDSO,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,Fiber optic,0,80.65,4807.35,58,No,Month-to-month,7824-PANSQ,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,Yes
Yes,No,Test,Male,Fiber optic,0,71.35,71.35,1,Yes,Month-to-month,8042-JVNFH,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,No,0,24.65,471.35,18,No,Two year,9648-BCHKM,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,No,0,21.30,1041.80,47,No,Two year,2888-ADFAO,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,110.20,7689.80,70,No,Two year,8707-HOEDG,Yes,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Train,Female,Fiber optic,0,89.40,1132.35,13,Yes,Month-to-month,3374-LXDEV,No,Yes,Yes,No,No,Electronic check,Yes,No,No,Yes
No,No,Test,Female,DSL,0,51.05,1815.00,36,No,Month-to-month,4072-IPYLT,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No
Yes,No,Test,Male,No,0,19.80,1311.30,67,No,Two year,7167-PCEYD,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,No,0,19.90,199.45,10,No,Month-to-month,4936-YPJNK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,1,87.30,1637.30,19,No,Month-to-month,1580-BMCMR,No,No,No,Yes,No,Electronic check,Yes,Yes,No,No
No,No,Train,Female,No,0,19.85,1326.35,71,No,Two year,4817-KEQSP,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,DSL,0,89.40,6376.55,72,No,Two year,6408-WHTEF,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Female,No,0,20.00,935.90,48,No,Two year,9251-AWQGT,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.05,20.05,1,No,Month-to-month,8749-CLJXC,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,83.25,1611.15,18,No,Month-to-month,7989-VCQOH,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,20.60,20.60,1,Yes,Month-to-month,5049-GLYVG,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Male,Fiber optic,1,102.90,6989.70,67,No,Two year,4199-QHJNM,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No phone service,Train,Male,DSL,0,39.10,2779.50,69,No,Two year,8882-TLVRW,Yes,Yes,No,Yes,Yes,Mailed check,No,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,0,99.95,1931.75,19,Yes,Month-to-month,5883-GTGVD,No,No,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Test,Male,Fiber optic,1,114.50,8331.95,72,No,Two year,5135-GRQJV,No,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Female,No,1,20.20,735.90,38,No,Two year,2384-OVPSA,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
